,fullpath,tempo,genre,dataset
2141,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052639.wav,,Electronic,fma
2142,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052641.wav,,Electronic,fma
2143,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052642.wav,,Electronic,fma
2144,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052644.wav,,Electronic,fma
2145,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052645.wav,,Electronic,fma
2146,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052646.wav,,Electronic,fma
2147,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052647.wav,,Electronic,fma
2148,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052648.wav,,Electronic,fma
2149,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052649.wav,,Electronic,fma
2150,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052650.wav,,Electronic,fma
2151,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052859.wav,,Experimental,fma
2152,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052860.wav,,Experimental,fma
2153,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052861.wav,,Experimental,fma
2154,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052862.wav,,Experimental,fma
2155,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052945.wav,,Folk,fma
2156,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052946.wav,,Folk,fma
2157,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052947.wav,,Folk,fma
2158,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052948.wav,,Folk,fma
2159,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052950.wav,,Folk,fma
2160,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052951.wav,,Folk,fma
2161,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052953.wav,,Folk,fma
2162,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052954.wav,,Folk,fma
2163,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/052/052955.wav,,Folk,fma
2164,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053152.wav,,International,fma
2165,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053154.wav,,International,fma
2166,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053156.wav,,International,fma
2167,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053157.wav,,International,fma
2168,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053158.wav,,International,fma
2169,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053159.wav,,International,fma
2170,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053160.wav,,International,fma
2171,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053228.wav,,Pop,fma
2172,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053229.wav,,Pop,fma
2173,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053299.wav,,International,fma
2174,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053300.wav,,International,fma
2175,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053301.wav,,International,fma
2176,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053302.wav,,International,fma
2177,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053379.wav,,Hip-Hop,fma
2178,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053381.wav,,Hip-Hop,fma
2179,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053457.wav,,Electronic,fma
2180,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053496.wav,,Electronic,fma
2181,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053576.wav,,Folk,fma
2182,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053578.wav,,Folk,fma
2183,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053586.wav,,Folk,fma
2184,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053587.wav,,Folk,fma
2185,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053588.wav,,Folk,fma
2186,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053589.wav,,Folk,fma
2187,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053591.wav,,Pop,fma
2188,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053592.wav,,Pop,fma
2189,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053675.wav,,Experimental,fma
2190,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053723.wav,,International,fma
2191,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053724.wav,,International,fma
2192,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053725.wav,,International,fma
2193,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053726.wav,,International,fma
2194,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053727.wav,,International,fma
2195,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053728.wav,,International,fma
2196,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053729.wav,,Experimental,fma
2197,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053807.wav,161.547,Rock,fma
2198,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053862.wav,,Electronic,fma
2199,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053863.wav,,Electronic,fma
2200,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/053/053937.wav,104.916,Pop,fma
2201,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054019.wav,,Experimental,fma
2202,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054031.wav,,Pop,fma
2203,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054032.wav,,Pop,fma
2204,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054033.wav,,Pop,fma
2205,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054034.wav,,Pop,fma
2206,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054037.wav,,Pop,fma
2207,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054039.wav,,Pop,fma
2208,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054061.wav,113.571,Folk,fma
2209,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054062.wav,,Folk,fma
2210,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054063.wav,,Folk,fma
2211,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054064.wav,71.957,Folk,fma
2212,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054149.wav,,Instrumental,fma
2213,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054150.wav,,Instrumental,fma
2214,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054151.wav,,Instrumental,fma
2215,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054152.wav,,Instrumental,fma
2216,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054153.wav,,Instrumental,fma
2217,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054154.wav,,Instrumental,fma
2218,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054155.wav,,Instrumental,fma
2219,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054156.wav,,Instrumental,fma
2220,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054158.wav,,Instrumental,fma
2221,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054159.wav,,Instrumental,fma
2222,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054160.wav,,Instrumental,fma
2223,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054163.wav,,Rock,fma
2224,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054234.wav,,Pop,fma
2225,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054235.wav,,Pop,fma
2226,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054236.wav,,Pop,fma
2227,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054237.wav,,Pop,fma
2228,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054297.wav,,Folk,fma
2229,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054335.wav,,Electronic,fma
2230,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054365.wav,,Hip-Hop,fma
2231,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054376.wav,,Hip-Hop,fma
2232,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054433.wav,,International,fma
2233,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054436.wav,,International,fma
2234,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054437.wav,,International,fma
2235,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054438.wav,,International,fma
2236,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054442.wav,,International,fma
2237,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054443.wav,,International,fma
2238,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054463.wav,,International,fma
2239,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054464.wav,,International,fma
2240,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054465.wav,,International,fma
2241,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054466.wav,,International,fma
2242,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054467.wav,,International,fma
2243,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054468.wav,,International,fma
2244,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054469.wav,,International,fma
2245,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054470.wav,,International,fma
2246,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054475.wav,,International,fma
2247,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054476.wav,,International,fma
2248,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054479.wav,,International,fma
2249,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054480.wav,,International,fma
2250,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054481.wav,,International,fma
2251,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054482.wav,,International,fma
2252,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054496.wav,,Experimental,fma
2253,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054554.wav,,Experimental,fma
2254,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054568.wav,,International,fma
2255,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054570.wav,,International,fma
2256,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054576.wav,,International,fma
2257,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054578.wav,,International,fma
2258,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054580.wav,,International,fma
2259,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054621.wav,,Rock,fma
2260,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054623.wav,,Rock,fma
2261,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054624.wav,,Rock,fma
2262,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054625.wav,,Rock,fma
2263,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054626.wav,,Rock,fma
2264,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054662.wav,,Electronic,fma
2265,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054664.wav,,Pop,fma
2266,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054665.wav,,Pop,fma
2267,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054666.wav,,Pop,fma
2268,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054667.wav,,Pop,fma
2269,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054703.wav,,Folk,fma
2270,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054719.wav,,Electronic,fma
2271,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054735.wav,93.812,Rock,fma
2272,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054753.wav,,Hip-Hop,fma
2273,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054874.wav,,Electronic,fma
2274,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/054/054942.wav,,Rock,fma
2275,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055076.wav,,Pop,fma
2276,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055097.wav,,Hip-Hop,fma
2277,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055100.wav,,Hip-Hop,fma
2278,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055101.wav,,Hip-Hop,fma
2279,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055102.wav,,Hip-Hop,fma
2280,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055113.wav,,Hip-Hop,fma
2281,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055119.wav,,Hip-Hop,fma
2282,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055120.wav,,Hip-Hop,fma
2283,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055121.wav,,Hip-Hop,fma
2284,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055122.wav,,Hip-Hop,fma
2285,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055123.wav,,Hip-Hop,fma
2286,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055124.wav,,Hip-Hop,fma
2287,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055149.wav,,Electronic,fma
2288,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055183.wav,,Electronic,fma
2289,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055186.wav,,Electronic,fma
2290,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055231.wav,,International,fma
2291,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055232.wav,,International,fma
2292,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055233.wav,,International,fma
2293,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055234.wav,,International,fma
2294,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055235.wav,,International,fma
2295,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055236.wav,,International,fma
2296,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055237.wav,,International,fma
2297,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055238.wav,,International,fma
2298,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055240.wav,,International,fma
2299,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055241.wav,,International,fma
2300,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055242.wav,,International,fma
2301,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055285.wav,,Pop,fma
2302,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055286.wav,164.996,Pop,fma
2303,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055287.wav,,Pop,fma
2304,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055288.wav,,Pop,fma
2305,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055289.wav,,Pop,fma
2306,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055290.wav,,Pop,fma
2307,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055291.wav,,Pop,fma
2308,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055292.wav,,Pop,fma
2309,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055293.wav,,Pop,fma
2310,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055294.wav,,Pop,fma
2311,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055295.wav,,Pop,fma
2312,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055402.wav,90.03,Rock,fma
2313,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055430.wav,,Pop,fma
2314,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055436.wav,,Pop,fma
2315,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055437.wav,,Pop,fma
2316,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055480.wav,,Experimental,fma
2317,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055481.wav,,Experimental,fma
2318,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055549.wav,,Hip-Hop,fma
2319,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055572.wav,,Hip-Hop,fma
2320,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055709.wav,139.996,Rock,fma
2321,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055710.wav,90.381,Rock,fma
2322,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055711.wav,113.968,Rock,fma
2323,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055712.wav,139.982,Rock,fma
2324,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055713.wav,,Rock,fma
2325,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055714.wav,,Rock,fma
2326,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055715.wav,108.019,Rock,fma
2327,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055716.wav,,Rock,fma
2328,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055717.wav,,Rock,fma
2329,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055718.wav,140.042,Rock,fma
2330,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055719.wav,130.119,Rock,fma
2331,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055782.wav,,Electronic,fma
2332,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055783.wav,,Electronic,fma
2333,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055786.wav,,Electronic,fma
2334,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055807.wav,,Electronic,fma
2335,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055808.wav,,Electronic,fma
2336,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055809.wav,,Electronic,fma
2337,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055810.wav,,Electronic,fma
2338,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055811.wav,,Electronic,fma
2339,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055826.wav,,International,fma
2340,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055827.wav,,International,fma
2341,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055828.wav,,International,fma
2342,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055830.wav,,International,fma
2343,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055831.wav,,International,fma
2344,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055832.wav,,International,fma
2345,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055833.wav,,International,fma
2346,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/055/055900.wav,,Hip-Hop,fma
2347,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/056/056010.wav,,Experimental,fma
2348,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/056/056015.wav,,Experimental,fma
2349,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/056/056020.wav,,Experimental,fma
2350,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/056/056028.wav,,Electronic,fma
2351,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/056/056029.wav,,Electronic,fma
2352,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/056/056030.wav,,International,fma
2353,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/056/056031.wav,,Experimental,fma
2354,D:\Users\franc\Documents\IMF - Deep Learning\Trabajo Master\Datasets\FMA\fma_small/056/056033.wav,,Experimental,fma
